id,url,title,subtitle,image,claps,responses,reading_time,publication,date,category
3343,https://medium.com/datadriveninvestor/how-to-choose-your-mvps-tech-285d66f3cc85,"<strong class=""markup--strong markup--h3-strong"">How to choose your MVP’s tech stack?</strong>",,3343.jpeg,165,0,4,Data Driven Investor,2019-03-25,Technology & Software Development
3345,https://medium.com/datadriveninvestor/malcolm-gladwells-10-000-hours-artificial-intelligence-and-the-democratization-of-expertise-405dd3a3fa39,"10,000 Hours, Artificial Intelligence, and the Democratization of Expertise",In a world where learning…,3345.png,106,0,6,Data Driven Investor,2019-03-25,Technology & Software Development
3346,https://medium.com/datadriveninvestor/top-6-latest-google-seo-algorithms-for-2019-190c6e4571d,Top 6 Latest Google SEO Algorithms for 2019,,3346.png,1,2,4,Data Driven Investor,2019-03-25,Technology & Software Development
3347,https://medium.com/datadriveninvestor/the-garage-moment-3-reasons-why-biotech-is-finally-ready-for-startups-f9ae02af67ae,The Garage Moment — 3 Reasons Why Biotech Is Finally Ready For Startups,,3347.jpeg,15,0,4,Data Driven Investor,2019-03-25,Technology & Software Development
3348,https://medium.com/datadriveninvestor/a-journey-in-fintech-industry-1c92611ae129,A Journey in FinTech Industry,,3348.jpg,32,0,4,Data Driven Investor,2019-03-25,Technology & Software Development
3349,https://medium.com/datadriveninvestor/financial-markets-look-ahead-week-of-march-25-2019-3990c2b49a1e,"Financial Markets Look Ahead: Week of March 25, 2019",,3349.jpg,31,0,6,Data Driven Investor,2019-03-25,Business & Entrepreneurship
3352,https://medium.com/datadriveninvestor/data-from-your-eyes-only-497631dc32f1,Data-From Your Eyes Only!,,3352.jpeg,81,2,3,Data Driven Investor,2019-03-25,Technology & Software Development
3353,https://medium.com/datadriveninvestor/the-blockchain-care-act-bca-da6ea79b9ae9,The Blockchain Care Act (BCA),The comprehensive decentralized health care reform law to be considered…,3353.jpeg,0,0,9,Data Driven Investor,2019-03-25,Technology & Software Development
3354,https://medium.com/datadriveninvestor/driving-successful-digital-transformation-in-banks-with-devops-cab735c90a3f,Driving successful digital transformation in banks with DevOps,,,0,0,4,Data Driven Investor,2019-03-25,Technology & Software Development
3355,https://medium.com/datadriveninvestor/a-beginners-guide-to-tensorflow-c6389854b37e,A Beginner’s Guide to Tensorflow,,3355.png,0,0,5,Data Driven Investor,2019-03-25,Technology & Software Development
3357,https://medium.com/datadriveninvestor/3-updates-on-5g-mobile-technology-you-have-to-check-out-before-its-too-late-d5c43d48280d,3 Updates on 5G Mobile Technology You HAVE to Check Out Before It’s Too Late,The next wave of mobile…,3357.jpe,33,0,3,Data Driven Investor,2019-03-25,Technology & Software Development
3358,https://medium.com/datadriveninvestor/a-monetary-system-where-you-play-a-role-4e459ff80ca2,A Monetary System where You play a Role.,Transfer of value is a massive industry that you cannot be a…,3358.jpg,145,0,4,Data Driven Investor,2019-03-25,Business & Entrepreneurship
3359,https://medium.com/datadriveninvestor/ddi-weekly-selection-march-25-2019-d98ddc662ce5,"DDI Weekly Selection — March 25, 2019",,3359.jpg,8,0,3,Data Driven Investor,2019-03-25,Politics & Society
3362,https://medium.com/datadriveninvestor/volvo-is-doing-something-awesome-to-prevent-drunk-driving-49ee09947ee6,Volvo Is Doing Something Awesome to Prevent Drunk Driving,"They’re not doing infomercials, training…",3362.jpg,32,0,3,Data Driven Investor,2019-03-25,Technology & Software Development
3364,https://medium.com/datadriveninvestor/5g-mobile-technology-getting-competitive-thanks-to-germany-bid-b1aa36fe997a,5G Mobile Technology Getting Competitive Thanks to Germany Bid,You’re witnessing arguably the largest…,3364.jpg,0,0,3,Data Driven Investor,2019-03-25,Technology & Software Development
3367,https://medium.com/better-marketing/the-fyre-festival-is-a-marketing-success-story-f0ee014c237f,Fyre Festival Is a Marketing Success Story,Here’s why and what we can learn from it,3367.jpg,204,2,6,Better Marketing,2019-03-25,Business & Entrepreneurship
3368,https://medium.com/better-marketing/stop-comparing-your-beginning-to-someone-elses-middle-81a22ca08c5a,Stop Comparing Your Beginning to Someone Else’s Middle,Why is your startup not like Apple? For one…,3368.jpeg,989,7,5,Better Marketing,2019-03-25,Business & Entrepreneurship
3369,https://towardsdatascience.com/pre-training-bert-from-scratch-with-cloud-tpu-6e2f71028379,Pre-training BERT from scratch with cloud TPU,,3369.png,1500,9,7,Towards Data Science,2019-05-09,Technology & Software Development
3370,https://towardsdatascience.com/comparison-of-activation-functions-for-deep-neural-networks-706ac4284c8a,Comparison of Activation Functions for Deep Neural Networks,Activation functions play a key role in…,3370.gif,503,6,11,Towards Data Science,2019-05-09,Technology & Software Development
3372,https://towardsdatascience.com/breaking-into-data-science-in-2019-889111e5c34f,"<strong class=""markup--strong markup--h3-strong"">Breaking Into Data Science in 2019</strong>","<strong class=""markup--strong markup--h4-strong"">Insights from my journey from business into data science</strong>",3372.jpeg,522,1,9,Towards Data Science,2019-05-09,Technology & Software Development
3374,https://towardsdatascience.com/key-differences-between-artificial-intelligence-and-machine-learning-fe637cd0deca,Key differences between Artificial Intelligence and Machine Learning,,3374.png,223,4,5,Towards Data Science,2019-05-09,Technology & Software Development
3375,https://towardsdatascience.com/the-state-of-3d-object-detection-f65a385f67a8,The state of 3D object detection,A review of the state of the art based upon the KITTI leaderboard,3375.png,660,1,5,Towards Data Science,2019-05-09,Art & Design
3376,https://towardsdatascience.com/truly-understanding-the-kernel-trick-1aeb11560769,Truly Understanding the Kernel Trick with fundamentals,"In this post, we will learn the fundamentals…",3376.jpeg,227,0,8,Towards Data Science,2019-05-09,Science & Health
3378,https://towardsdatascience.com/tcav-interpretability-beyond-feature-attribution-79b4d3610b4d,TCAV: Interpretability Beyond Feature Attribution,An overview of GoogleAI’s model Interpretability…,3378.png,390,2,6,Towards Data Science,2019-05-09,Technology & Software Development
3379,https://towardsdatascience.com/inference-on-the-edge-21234ea7633,Inference on the edge,Building a deep neural network with Tensorflow for the Raspberry Pi,3379.jpeg,364,2,14,Towards Data Science,2019-05-09,Technology & Software Development
3380,https://towardsdatascience.com/the-ethics-of-data-science-e3b1828affa2,The Ethics of Data Science*,,3380.png,62,3,6,Towards Data Science,2019-05-09,Technology & Software Development
3381,https://towardsdatascience.com/my-first-usage-of-natural-language-processing-nlp-in-industry-c20842b37cad,My First Usage of Natural Language Processing (NLP) in Industry,,3381.jpg,142,4,13,Towards Data Science,2019-05-09,Business & Entrepreneurship
3384,https://towardsdatascience.com/artificial-intelligence-and-machine-learning-in-computer-security-e83848737e91,Artificial Intelligence and Machine Learning in Computer Security,A brief overview of how AI/ML is…,3384.jpeg,46,0,5,Towards Data Science,2019-05-09,Technology & Software Development
3386,https://towardsdatascience.com/how-are-the-predicted-food-trends-of-2019-holding-up-so-far-in-the-us-b68d3f3157d3,How are the predicted food trends of 2019 holding up so far in the US?,,3386.png,90,0,23,Towards Data Science,2019-05-09,Technology & Software Development
3387,https://towardsdatascience.com/boston-airbnb-analysis-f46bcda1713a,Boston Airbnb Analysis,,3387.png,28,0,9,Towards Data Science,2019-05-09,Technology & Software Development
3388,https://towardsdatascience.com/happiness-gdp-per-capita-in-africa-69f9b5c63b8a,Happiness & GDP per capita in Africa,"The richer, the happier (?); A Python study",3388.png,43,1,5,Towards Data Science,2019-05-09,Education & Academia
3389,https://towardsdatascience.com/ai-hype-and-human-intelligence-ae1654001bc6,"AI, Hype and Human Intelligence",,,13,2,4,Towards Data Science,2019-05-09,Technology & Software Development
3390,https://towardsdatascience.com/ai-ethics-are-we-making-it-more-difficult-on-ourselves-2783e48c95d2,AI & Ethics: Are We Making It More Difficult On Ourselves?,,3390.jpg,77,0,8,Towards Data Science,2019-05-09,Technology & Software Development
3391,https://towardsdatascience.com/perceptual-evaluation-of-a-music-source-separation-cnn-trained-with-binaural-and-ambisonic-audio-275f147ba555,Perceptual Evaluation of a Music Source Separation CNN Trained With Binaural and Ambisonic Audio,,3391.png,7,0,11,Towards Data Science,2019-05-09,Technology & Software Development
3392,https://towardsdatascience.com/do-not-rush-to-code-4-principles-for-ai-projects-in-enterprise-20cfeb32af3d,Do not rush to code. 4 principles for AI projects in enterprise.,,3392.jpeg,5,0,3,Towards Data Science,2019-05-09,Technology & Software Development
3393,https://uxdesign.cc/improve-your-ux-with-micro-interactions-bd152445d8e5,Improve your UX with micro-interactions,"While design solves universal problems, micro-interactions…",3393.png,3400,7,5,UX Collective,2019-05-09,Art & Design
3394,https://uxdesign.cc/why-agile-doesnt-work-30f8384ef60a,Why agile doesn’t work,How early-stage startups can save time and money.,3394.jpeg,143,8,7,UX Collective,2019-05-09,Business & Entrepreneurship
3395,https://uxdesign.cc/top-5-free-design-tools-for-non-designers-in-2019-f460ff9ce34,Top 5 free design tools for non-designers in 2019,,3395.jpg,580,2,4,UX Collective,2019-05-09,Art & Design
3396,https://uxdesign.cc/three-ways-learning-ux-helped-me-level-up-as-a-designer-390bd1e91a8f,Three ways learning UX helped me level up as a designer,,3396.jpeg,269,1,4,UX Collective,2019-05-09,Art & Design
3397,https://uxdesign.cc/little-details-in-ux-design-part-6-what-comes-first-6fa6b9b618a2,"Little details in UX design: what comes first, content or design?",,3397.jpeg,246,2,5,UX Collective,2019-05-09,Technology & Software Development
3398,https://uxdesign.cc/being-a-good-user-researcher-goes-beyond-empathy-1b9aba36b426,Being a good user researcher goes beyond empathy,15 traits and skills valuable to a user researcher.,3398.gif,67,0,6,UX Collective,2019-05-09,Technology & Software Development
3400,https://uxdesign.cc/lit-io-a-retelling-of-my-first-hackathon-experience-3e5505f3a8bb,A retelling of my first hackathon experience — a UX case study,,3400.jpeg,89,0,6,UX Collective,2019-05-09,Education & Academia
3403,https://medium.com/swlh/what-start-up-founders-should-learn-from-the-worlds-best-poker-player-ad7137b42a9e,What Start-Up Founders Should Learn From The World’s Best Poker Player,How one poker player and one…,3403.png,1300,6,8,The Startup,2019-05-09,Art & Design
3404,https://medium.com/swlh/how-you-can-use-agile-in-your-everyday-life-3d9f7a468ac3,How You Can Use Agile In Your Everyday Life,Learn what Agile is and how to apply it to your life,3404.jpg,24,0,12,The Startup,2019-05-09,Lifestyle & Culture
3405,https://medium.com/swlh/how-to-hit-the-restart-button-and-rewrite-your-own-story-d4a6ca5bc5fe,How to Hit the “Restart” Button and Rewrite Your Own Story,,3405.jpeg,878,3,3,The Startup,2019-05-09,Art & Design
3406,https://medium.com/swlh/the-simple-starting-point-for-finding-investors-710df5282d44,The Simple Starting Point For Finding Investors,,3406.jpeg,170,1,4,The Startup,2019-05-09,Art & Design
3410,https://medium.com/swlh/in-real-life-and-online-surround-yourself-with-people-who-believe-in-themselves-ac95b462dad9,Surround Yourself With People Who Believe in Themselves,"In real life and online, I look for strong men…",3410.jpg,1930,13,4,The Startup,2019-05-09,Lifestyle & Culture
3412,https://medium.com/swlh/the-importance-of-self-discipline-in-leadership-1db653e997c9,The Importance of Self-Discipline in Leadership,,3412.jpeg,52,0,3,The Startup,2019-05-09,Business & Entrepreneurship
3413,https://medium.com/swlh/side-projects-are-the-key-to-unlocking-your-creative-career-bc25ca7f74eb,Side Projects Are The Key To Unlocking Your Creative Career,Why you should stop waiting for permission…,3413.jpeg,202,0,7,The Startup,2019-05-09,Technology & Software Development
3414,https://medium.com/swlh/having-a-social-purpose-isn-t-just-wrong-it-s-bad-for-business-e697d0c6f288,Having a ‘social purpose’ isn’t just wrong — it’s bad for business,,3414.jpeg,76,1,9,The Startup,2019-05-09,Business & Entrepreneurship
3416,https://medium.com/swlh/when-security-metrics-miss-the-point-chronicles-of-a-ciso-1ef263ba6cb8,When Security Metrics Miss The Point | Chronicles of a CISO,,3416.jpg,131,2,8,The Startup,2019-05-09,Privacy & Digital Security
3417,https://medium.com/swlh/get-at-least-3-divorces-in-your-life-42e9037570c,Get at Least 3 Divorces in Your Life,"After I got a divorce, I realized that all that’s left materially…",3417.jpg,842,7,6,The Startup,2019-05-09,Lifestyle & Culture
3421,https://medium.com/swlh/will-you-choose-the-bigger-life-b28b705e61f9,Will You Choose the Bigger Life?,"This question helps me make decisions, define goals, and be a…",3421.jpg,141,2,3,The Startup,2019-05-09,Lifestyle & Culture
3422,https://medium.com/swlh/how-to-increase-productivity-by-changing-your-sleep-habits-e2bb5d6e70f9,How to increase productivity by changing your sleep habits,,3422.png,50,0,8,The Startup,2019-05-09,Time Management & Productivity
